Key,Item Type,Publication Year,Author,Title,Publication Title,ISBN,ISSN,DOI,Url,Abstract Note,Date,Date Added,Date Modified,Access Date,Pages,Num Pages,Issue,Volume,Number Of Volumes,Journal Abbreviation,Short Title,Series,Series Number,Series Text,Series Title,Publisher,Place,Language,Rights,Type,Archive,Archive Location,Library Catalog,Call Number,Extra,Notes,File Attachments,Link Attachments,Manual Tags,Automatic Tags,Editor,Series Editor,Translator,Contributor,Attorney Agent,Book Author,Cast Member,Commenter,Composer,Cosponsor,Counsel,Interviewer,Producer,Recipient,Reviewed Author,Scriptwriter,Words By,Guest,Number,Edition,Running Time,Scale,Medium,Artwork Size,Filing Date,Application Number,Assignee,Issuing Authority,Country,Meeting Name,Conference Name,Court,References,Reporter,Legal Status,Priority Numbers,Programming Language,Version,System,Code,Code Number,Section,Session,Committee,History,Legislative Body,match_criteria
KT4DJ434,journalArticle,2019.0,"Atef, S; Anand, V; Venkatesh, S; Katey, T; ...",Prognosis Model of Hepatitis B Reactivation Using Decision Tree,… Management & Machine …,,,10.1007/978-981-15-4936-6_40,https://link.springer.com/chapter/10.1007/978-981-15-4936-6_40,… get more accurate results from an applied machine learning model. Data preprocessing includes data visualization and data cleaning. Data cleaning includes discarding the null values. …,2019,2022-07-29 20:20:24,2022-07-29 20:20:24,,,,Query date: 2022-07-29 13:11:17,,,,,,,,,,,,,,,,,,Publisher: Springer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
KIXMDVLF,journalArticle,2018.0,"Dey, K; Shrivastava, R; Kaushik, S",Topical stance detection for Twitter: A two-phase LSTM model using attention,European Conference on Information …,,,10.1007/978-3-319-76941-7_40,https://link.springer.com/chapter/10.1007/978-3-319-76941-7_40,"… We propose a Long Short-Term memory (LSTM) based deep neural network for each phase, and … We perform data cleaning: net slang removal (for tweet normalization) using an online …",2018,2022-07-29 20:20:24,2022-07-29 20:20:24,,,,Query date: 2022-07-29 13:11:17,,,,,,,,,,,,,,,,,,Publisher: Springer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
U55J9H65,journalArticle,2018.0,"Lascio, E Di",Emotion-Aware Systems for Promoting Human Well-being,Proceedings of the 2018 ACM International Joint …,,,10.1145/3267305.3267316,https://dl.acm.org/doi/abs/10.1145/3267305.3267316,"… In all the studies I will apply typical machine learning pipelines, such as: data cleaning, features extraction, recognition and evaluation. In doing so I will propose new algorithms and/or …",2018,2022-07-29 20:20:24,2022-07-29 20:20:24,,,,Query date: 2022-07-29 13:11:17,,,,,,,,,,,,,,,,,,Publisher: dl.acm.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
C5RM3QD2,journalArticle,2019.0,"Shi, Y; Miao, K",Detecting anomalies in application performance management system with machine learning algorihms,2019 3rd International Conference on …,,,,https://ieeexplore.ieee.org/abstract/document/9094916/,… This paper explores the application of machine learning-based anomaly detection algorithm in APM … How to perform reasonable data cleaning on time series data and effective feature …,2019,2022-07-29 20:20:25,2022-07-29 20:20:25,,,,Query date: 2022-07-29 13:11:17,,,,,,,,,,,,,,,,,,Publisher: ieeexplore.ieee.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
DPP52UVA,journalArticle,2019.0,"Cicco, V Di; Firmani, D; Koudas, N; Merialdo, P; ...",Interpreting deep learning models for entity resolution: an experience report using LIME,Proceedings of the …,,,10.1145/3329859.3329878,https://dl.acm.org/doi/abs/10.1145/3329859.3329878,"… More recently, there has been extensive interest in applying DL in data cleaning [14], and the … For sake of completeness, we observe that literature is rich with classical machine learning …",2019,2022-07-29 20:20:25,2022-07-31 05:49:00,,,,Query date: 2022-07-29 13:11:17,,,,,,,,,,,,,,,,,,Publisher: dl.acm.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
VL9P7AMI,journalArticle,2019.0,"Zhou, G; Fang, Y; Peng, Y; Lu, J",Neural conversation generation with auxiliary emotional supervised models,ACM Transactions on Asian and Low …,,,10.1145/3344788,https://dl.acm.org/doi/abs/10.1145/3344788,"… dialogues, which were then used as emotion supervised signals to guide the generation model to generate … Finally, we retained about 85% of post–response pairs after data cleaning. …",2019,2022-07-29 20:20:26,2022-07-29 20:20:26,,,,Query date: 2022-07-29 13:11:17,,,,,,,,,,,,,,,,,,Publisher: dl.acm.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
7B7YUHX6,journalArticle,2019.0,"Wu, CC; Yeh, WC; Hsu, WD; Islam, MM; ...",Prediction of fatty liver disease using machine learning algorithms,Computer methods and …,,,,https://www.sciencedirect.com/science/article/pii/S0169260718315724,"… using classification machine learning models. In this process, we divided our machine learning approach into four steps: 1. Data preprocessing: it includes data cleaning, resolves …",2019,2022-07-29 20:20:26,2022-07-29 20:20:26,,,,Query date: 2022-07-29 13:11:17,,,,,,,,,,,,,,,,,,Publisher: Elsevier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
IJNVAFL3,journalArticle,2019.0,"Ho, DSW; Schierding, W; Wake, M; Saffery, R; ...",Machine learning SNP based prediction for precision medicine,Frontiers in …,,,10.3389/fgene.2019.00267,https://www.frontiersin.org/articles/10.3389/fgene.2019.00267/full,"… After data cleaning, a genotype dataset of 1997 individuals including 879 cases and 1118 … was used to construct an artificial neural network (ANN) deep learning model from 60% of the …",2019,2022-07-29 20:20:26,2022-07-31 05:27:16,,,,Query date: 2022-07-29 13:11:17,,,,,,,,,,,,,,,,,,Publisher: frontiersin.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
APPFWWKC,journalArticle,,"Diab, MS; Hamaydeh, MNK",Optimizing Support Vector Machine Classification Based on Semantic-Text Knowledge Enrichment,"المجلة الفلسطينية للتكنولوجيا …, 2019‎",,,,https://journals.qou.edu/index.php/PJTAS/article/view/2329,"… SVM classifier has been considered an extremely fast machine learning algorithm for multi-… in each category, and after data cleaning and feature extraction as illustrated in figure II, we …",,2022-07-29 20:20:27,2022-07-29 20:20:27,,,,Query date: 2022-07-29 13:11:17,,,,,,,,,,,,,,,,,,Publisher: journals.qou.edu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
ALD2NZZZ,journalArticle,2019.0,"Alonso, D Haro; Wernick, MN; Yang, Y; ...",Prediction of cardiac death after adenosine myocardial perfusion SPECT based on machine learning,Journal of Nuclear …,,,10.1007/s12350-018-1250-7,https://link.springer.com/article/10.1007/s12350-018-1250-7,"… After data cleaning and normalization, the final data set consisted of 122 features in the … We used machine learning to predict a patient’s risk of cardiac death based on the combination …",2019,2022-07-29 20:20:27,2022-07-29 20:20:27,,,,Query date: 2022-07-29 13:11:17,,,,,,,,,,,,,,,,,,Publisher: Springer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
VHUC6AUX,book,2019.0,"Tao, J; Zhou, L; Feeney, C",I understand what you are saying: leveraging deep learning techniques for aspect based sentiment analysis,,,,,https://aisel.aisnet.org/hicss-52/cl/data_science_for_collaboration/4/,"… The second step is data cleaning and merging. In addition, both traditional and deep learning based text preprocessing steps are conducted. Traditional text preprocessing tasks, such …",2019,2022-07-29 20:20:27,2022-07-29 20:20:27,,,,,,,,,,Query date: 2022-07-29 13:11:17,,,aisel.aisnet.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
7LAVTHGB,journalArticle,2018.0,"Zhong, J; Yi, X",Chinese electronic health record analysis for recommending medical treatment solutions with NLP and unsupervised learning,MATEC Web of Conferences,,,,https://www.matec-conferences.org/articles/matecconf/abs/2018/48/matecconf_meamt2018_10007/matecconf_meamt2018_10007.html,"… machine learning methodologies. We totally have 1.01 million such constructed clinic records/documents in our EHRs, and after data cleaning … NLP and unsupervised machine learning …",2018,2022-07-29 20:20:27,2022-07-29 20:20:27,,,,Query date: 2022-07-29 13:11:17,,,,,,,,,,,,,,,,,,Publisher: matec-conferences.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
H7DL3L7V,journalArticle,2019.0,"Guerzoni, M; Nava, CR; Nuccio, M",The survival of start-ups in time of crisis. a machine learning approach to measure innovation,arXiv preprint arXiv:1911.01073,,,,https://arxiv.org/abs/1911.01073,"… After a data cleansing process, we implement a supervised machine learning approach … regression, naıve Bayesian classifier and artificial neural network) to predict the probability of …",2019,2022-07-29 20:20:27,2022-07-29 20:20:27,,,,Query date: 2022-07-29 13:11:17,,,,,,,,,,,,,,,,,,Publisher: arxiv.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
KV9EYTGW,journalArticle,2019.0,"John, D; Tang, Q; Albinali, F; ...",An open-source monitor-independent movement summary for accelerometer data processing,Journal for the …,,,,https://journals.humankinetics.com/view/journals/jmpb/2/4/article-p268.xml,… Accelerometer data processing in a study commonly involves data cleaning to establish … cut-points or machine learning algorithms. Data cleaning typically involves visualization and …,2019,2022-07-29 20:20:27,2022-07-29 20:20:27,,,,Query date: 2022-07-29 13:11:17,,,,,,,,,,,,,,,,,,Publisher: journals.humankinetics.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
GBUGAW8P,journalArticle,2019.0,"Chen, M",Music streaming service prediction with MapReduce-based artificial neural network,2019 IEEE 10th Annual Ubiquitous Computing …,,,,https://ieeexplore.ieee.org/abstract/document/8993063/,"… It is quite challenging to design machine learning model to … In this paper, a parallel artificial neural network is proposed to … By the end of the data cleaning process, the data has been …",2019,2022-07-29 20:20:27,2022-07-29 20:20:27,,,,Query date: 2022-07-29 13:11:17,,,,,,,,,,,,,,,,,,Publisher: ieeexplore.ieee.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
7XW9FMYD,journalArticle,2019.0,"Ozaki, K; Yokoo, S",Large-scale landmark retrieval/recognition under a noisy and diverse dataset,arXiv preprint arXiv:1906.04087,,,,https://arxiv.org/abs/1906.04087,"… Recently, deep convolutional neural network based … In our solution, we leverage modern convolutional neural network … , we introduce an automated data cleaning by utilizing a local …",2019,2022-07-29 20:20:28,2022-07-29 20:20:28,,,,Query date: 2022-07-29 13:11:17,,,,,,,,,,,,,,,,,,Publisher: arxiv.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
VRT5RWZN,journalArticle,2018.0,"Wang, H; Zhang, X; Yang, C; Kuo, CCJ",A JND-based video quality assessment model and its application,arXiv preprint arXiv:1807.00920,,,,https://arxiv.org/abs/1807.00920,"… Machine learning-based video quality assessment (VQA) … Third, a machine learning model was trained and tested on the … In this work, we propose a novel method for the data cleaning …",2018,2022-07-29 20:20:28,2022-07-29 20:20:28,,,,Query date: 2022-07-29 13:11:17,,,,,,,,,,,,,,,,,,Publisher: arxiv.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
8PRJPSMQ,journalArticle,2019.0,"Yang, K; Xu, X; Yang, B; Cook, B; Ramos, H; ...",Predicting the Young's modulus of silicate glasses using high-throughput molecular dynamics simulations and machine learning,Scientific reports,,,,https://www.nature.com/articles/s41598-019-45344-3,… efforts in data cleaning and non-biased outlier detection. … simulations are coupled with machine learning methods to predict … artificial neural network (ANN)—we show that the artificial …,2019,2022-07-29 20:20:28,2022-07-29 20:20:28,,,,Query date: 2022-07-29 13:11:17,,,,,,,,,,,,,,,,,,Publisher: nature.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
THFI2XA7,journalArticle,2019.0,"Tanash, M; Dunn, B; Andresen, D; Hsu, W; ...",Improving HPC system performance by predicting job resources via supervised machine learning,Proceedings of the …,,,10.1145/3332186.3333041,https://dl.acm.org/doi/abs/10.1145/3332186.3333041,"… reinforcement learning. Towards the end, several discriminative models from the scikit-learn machine learning … Data preparation steps included data cleaning by means of validating the …",2019,2022-07-29 20:20:28,2022-07-29 20:20:28,,,,Query date: 2022-07-29 13:11:17,,,,,,,,,,,,,,,,,,Publisher: dl.acm.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
ZKTZIKM2,journalArticle,2018.0,"Nimkar, AV; Kubal, DR",Optimization of schizophrenia diagnosis prediction using machine learning techniques,2018 4th International Conference on …,,,,https://ieeexplore.ieee.org/abstract/document/8510599/,"… The paper is focused on trying to increase accuracy and efficiency of machine learning algorithms. … This paper shows different steps involved such as data cleaning, data preprocessing, …",2018,2022-07-29 20:20:28,2022-07-29 20:20:28,,,,Query date: 2022-07-29 13:11:17,,,,,,,,,,,,,,,,,,Publisher: ieeexplore.ieee.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
HIXIMNZ2,journalArticle,2019.0,"Bhattacharya, N; Gurari, D",Vizwiz dataset browser: A tool for visualizing machine learning datasets,arXiv preprint arXiv:1912.09336,,,,https://arxiv.org/abs/1912.09336,"… A major challenge of working with large-scale machine learning datasets is the difficulty of exploratory … Even for data cleaning and quality control purposes, manually going through each …",2019,2022-07-29 20:20:29,2022-07-29 20:20:29,,,,Query date: 2022-07-29 13:11:17,,,,,,,,,,,,,,,,,,Publisher: arxiv.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
XKBIZC7B,journalArticle,2019.0,"Lee, KP; Wu, BH; Peng, SL",Deep-learning-based fault detection and diagnosis of air-handling units,Building and Environment,,,,https://www.sciencedirect.com/science/article/pii/S0360132319302732,"… In the digital data preparation stage, difficulties in the data cleaning process can originate … advantages of both supervised and unsupervised learning. By using deep neural network, the …",2019,2022-07-29 20:20:29,2022-07-29 20:20:29,,,,Query date: 2022-07-29 13:11:17,,,,,,,,,,,,,,,,,,Publisher: Elsevier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
7IF9WWER,journalArticle,2019.0,"Rekha, V; Raksha, R; Patil, P; Swaras, N; ...",Sentiment analysis on Indian government schemes using Twitter data,… Conference on Data …,,,,https://ieeexplore.ieee.org/abstract/document/8817036/,"… A supervised approach is used along with existing hashtags in the Twitter data for building training data [2]. Machine learning, … In this process data cleaning, bigrams, polarity, and …",2019,2022-07-29 20:20:29,2022-07-31 04:23:19,,,,Query date: 2022-07-29 13:11:17,,,,,,,,,,,,,,,,,,Publisher: ieeexplore.ieee.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
J76H95PI,journalArticle,2019.0,"Xu, G; Shen, X; Chen, S; Zong, Y; Zhang, C; Yue, H; ...",A deep transfer convolutional neural network framework for EEG signal classification,IEEE …,,,,https://ieeexplore.ieee.org/abstract/document/8772136/,"… The data preprocessing phase involves data filtering, data cleaning, data transformation … The feature classification phase utilizes the extracted features as input to train machine learning …",2019,2022-07-29 20:20:29,2022-07-29 20:20:29,,,,Query date: 2022-07-29 13:11:17,,,,,,,,,,,,,,,,,,Publisher: ieeexplore.ieee.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
DB8E7ZZZ,journalArticle,2019.0,"Zhang, K; Shi, W; Zeng, J; Fan, G; Wang, Y; Gui, G",WeUp: Wireless User Perception Based on Dimensional Reduction and Semi-Supervised Clustering,IEEE Access,,,,https://ieeexplore.ieee.org/abstract/document/8862823/,"… We design a neural network for dimensional reduction in this particular application scenario… contains of data cleaning, normalization and vectorization. Data cleaning is necessary for …",2019,2022-07-29 20:20:30,2022-07-29 20:20:30,,,,Query date: 2022-07-29 13:11:17,,,,,,,,,,,,,,,,,,Publisher: ieeexplore.ieee.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
TJCRD6HC,journalArticle,2019.0,"Baro, RA; Pagudpud, MV; Padirayon, LM; ...",Classification of project management tool reviews using machine learning-based sentiment analysis,IOP Conference Series …,,,10.1088/1757-899X/482/1/012041,https://iopscience.iop.org/article/10.1088/1757-899X/482/1/012041/meta,"… as machine learning techniques [14]. K-nearest neighbor (KNN) supervised classification … The steps involved are data extraction from the internet, data cleaning, data pre-processing, …",2019,2022-07-29 20:20:30,2022-07-29 20:20:30,,,,Query date: 2022-07-29 13:11:17,,,,,,,,,,,,,,,,,,Publisher: iopscience.iop.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
UN2BRE9N,journalArticle,2019.0,"Yang, X; Mao, S; Gao, H; Duan, Y; Zou, Q",Novel financial capital flow forecast framework using time series theory and deep learning: a case study analysis of Yu'e Bao transaction data,Ieee Access,,,,https://ieeexplore.ieee.org/abstract/document/8723033/,"… To establish the neural network, in addition to considering the correlations between time … For example, how to perform data cleaning to meet the network requirements and how to …",2019,2022-07-29 20:20:30,2022-07-31 05:06:59,,,,Query date: 2022-07-29 13:11:17,,,,,,,,,,,,,,,,,,Publisher: ieeexplore.ieee.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
Z6VAJJZ6,journalArticle,2019.0,"Kim, HS; Kim, DJ; Yoon, KH",Medical big data is not yet available: why we need realism rather than exaggeration,Endocrinology and Metabolism,,,,https://synapse.koreamed.org/articles/1139766,"… machine learning or traditional statistical methods would better serve the analytic purpose. … , DQM, and data cleansing [4]. Machine learning relies on data, and the deep learning itself is …",2019,2022-07-29 20:20:30,2022-07-29 20:20:30,,,,Query date: 2022-07-29 13:11:17,,,,,,,,,,,,,,,,,,Publisher: synapse.koreamed.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
KHA3PEMR,book,2019.0,"Lazuardy, AG; Setiaji, H",Data Cleansing pada Data Rumah Sakit,,,,,https://unisbank.ac.id/ojs/index.php/sintak/article/view/7594,"… data cleansing digunakan agar mendapatkan data yang berkualitas. Maka dari itu, penelitian ini bertujuan untuk menentukan metode data cleansing … machine learning pada jaringan. …",2019,2022-07-29 20:20:30,2022-07-31 03:16:33,,,,,,,,,,Query date: 2022-07-29 13:11:17,,,unisbank.ac.id,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
HD93CNP2,journalArticle,2019.0,"Liu, X; Liu, X; Zhang, T; Wang, Q",Robust data cleaning methodology using online support vector regression for ultra-short baseline positioning system,Review of Scientific Instruments,,,10.1063/1.5078785,https://aip.scitation.org/doi/abs/10.1063/1.5078785,"… Noureldin, “Bridging GPS outages using neural network estimates of INS position and … of data cleaning is to obtain appropriate predicted value at current time. Therefore, data cleaning …",2019,2022-07-29 20:20:30,2022-07-31 04:31:24,,,,Query date: 2022-07-29 13:11:17,,,,,,,,,,,,,,,,,,Publisher: aip.scitation.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
YSRRR628,book,2019.0,"Wei, Z",Rock Facies Characterization Using Machine Learning Algorithms,,,,,https://uh-ir.tdl.org/handle/10657/5595,"… Even though some machine learning algorithms can deal with “NAN” data, applying data cleaning can potentially minimize the negative effect caused by contaminated “NAN” data. I …",2019,2022-07-29 20:20:31,2022-07-29 20:20:31,,,,,,,,,,Query date: 2022-07-29 13:11:17,,,uh-ir.tdl.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
